usage_id,customer_id,call_minutes,data_used_gb,sms_count,usage_date
14721,4656,333.79,18.53,432,2024-09-09
14722,2006,43.69,45.55,159,2025-03-15
14723,8273,317.48,46.36,343,2025-04-07
14724,187,174.81,83.64,52,2025-02-10
14725,181,402.4,55.3,259,2024-12-15
14726,6846,35.11,84.92,345,2024-11-04
14727,4417,135.68,91.29,496,2024-06-19
14728,6354,498.98,97.2,44,2024-09-12
14729,3831,157.07,62.07,387,2024-07-03
14730,8204,70.07,74.24,176,2025-02-22
14731,102,335.44,32.92,198,2024-09-20
14732,905,80.62,97.71,326,2025-04-17
14733,269,110.06,65.68,335,2025-02-14
14734,2558,105.49,57.69,117,2024-10-14
14735,8406,124.9,8.65,133,2024-12-08
14736,5370,268.6,76.05,199,2024-10-18
14737,4600,390.21,80.94,198,2024-12-24
14738,6538,450.11,4.46,374,2024-11-01
14739,8264,137.81,22.35,417,2025-04-10
14740,331,310.87,60.4,323,2025-01-19
14741,5189,431.06,63.9,152,2024-11-04
14742,7762,334.2,36.28,273,2024-10-10
14743,2875,198.94,78.54,159,2024-10-30
14744,823,134.18,13.64,252,2024-06-07
14745,9152,377.87,43.09,109,2025-01-02
14746,2776,197.65,43.96,90,2024-11-26
14747,9063,478.86,8.62,145,2024-12-18
14748,1376,196.8,32.7,353,2024-11-08
14749,9831,418.84,79.96,462,2024-05-18
14750,6809,364.14,16.39,273,2024-07-22
14751,6865,142.16,36.95,74,2024-06-01
14752,5508,323.29,46.4,102,2024-07-27
14753,1182,483.01,66.25,319,2024-11-21
14754,5280,222.64,25.95,289,2024-10-10
14755,1694,35.65,28.57,187,2025-01-26
14756,9178,207.19,64.11,94,2024-05-01
14757,1459,36.45,19.83,299,2025-01-25
14758,4779,224.97,6.09,434,2024-07-04
14759,7143,362.38,79.34,389,2025-02-12
14760,3530,221.93,68.33,330,2024-12-22
14761,6376,402.76,47.61,437,2024-06-01
14762,5737,64.7,29.68,477,2025-04-06
14763,7178,222.67,8.23,276,2024-12-04
14764,4697,292.43,65.32,396,2024-05-13
14765,141,383.65,73.31,241,2025-03-13
14766,276,360.09,97.48,30,2024-06-19
14767,8836,407.39,34.4,484,2025-04-22
14768,3132,299.52,65.85,407,2024-06-28
14769,3798,34.45,96.76,414,2024-10-19
14770,4752,17.6,11.2,12,2024-10-12
14771,2923,249.28,20.82,132,2024-08-14
14772,4772,198.76,5.5,457,2025-02-09
14773,8410,274.1,38.5,125,2024-08-22
14774,8792,137.85,26.8,28,2025-04-22
14775,7026,187.19,6.03,125,2025-01-14
14776,1952,118.44,77.48,328,2025-04-23
14777,6141,448.1,84.91,161,2025-01-09
14778,5650,156.69,65.19,64,2025-03-20
14779,5586,361.95,78.43,173,2024-05-26
14780,3547,124.8,28.89,267,2025-04-05
14781,163,326.58,3.14,446,2024-09-13
14782,9462,211.7,81.11,287,2025-04-16
14783,7131,189.33,51.88,443,2025-03-04
14784,4364,132.79,37.28,129,2025-02-22
14785,643,188.19,94.89,107,2024-09-20
14786,3274,319.25,90.31,415,2024-12-17
14787,9217,465.96,51.77,69,2024-11-09
14788,8507,216.93,77.76,435,2024-09-27
14789,5067,220.06,63.81,384,2025-01-08
14790,3201,259.28,4.3,500,2025-01-12
14791,8295,34.92,27.56,226,2024-11-10
14792,8184,340.36,92.77,117,2025-01-21
14793,7374,330.58,99.02,176,2024-08-25
14794,8762,350.99,96.12,438,2024-10-22
14795,7119,231.32,25.1,189,2024-12-08
14796,6152,64.22,68.08,199,2024-09-24
14797,6039,361.07,43.23,389,2025-02-13
14798,3724,366.22,18.37,338,2025-02-03
14799,1207,381.25,2.53,387,2024-12-23
14800,9384,237.18,95.25,271,2024-10-10
14801,2159,335.44,39.78,198,2024-08-01
14802,3455,173.65,72.46,283,2025-03-23
14803,9553,34.29,38.82,167,2024-07-09
14804,6986,97.12,26.04,351,2025-02-22
14805,7587,272.9,92.28,7,2025-04-09
14806,6146,43.25,69.85,82,2025-03-10
14807,1873,245.53,76.36,340,2025-02-12
14808,8853,443.22,10.53,266,2025-01-18
14809,9268,426.79,70.0,65,2024-08-25
14810,1448,261.01,61.51,423,2025-03-03
14811,8598,323.03,40.9,495,2024-12-20
14812,2171,156.77,86.25,419,2025-04-17
14813,8650,432.53,59.33,179,2024-11-17
14814,8755,435.19,80.51,220,2025-04-15
14815,7443,492.41,68.31,180,2024-09-10
14816,6986,454.2,99.47,468,2025-03-12
14817,2723,378.29,92.04,91,2024-11-18
14818,4589,432.59,4.0,481,2024-07-26
14819,2773,88.09,45.83,272,2024-07-02
14820,8794,492.19,42.75,353,2024-09-16
14821,6891,10.26,57.71,230,2024-10-31
14822,8835,347.16,97.61,390,2024-06-14
14823,9587,464.8,25.61,444,2025-02-02
14824,604,258.51,88.33,274,2024-12-07
14825,2237,431.86,11.65,457,2024-07-01
14826,3217,275.14,65.32,265,2025-02-16
14827,6195,126.5,69.55,465,2024-07-02
14828,8721,297.25,6.84,435,2024-09-27
14829,2209,333.9,13.91,227,2024-09-30
14830,2316,306.68,1.3,395,2024-05-31
14831,343,334.91,4.26,475,2024-11-15
14832,3515,34.23,8.21,320,2024-11-05
14833,31,380.99,60.96,396,2025-03-17
14834,9977,372.04,81.7,2,2025-03-17
14835,9177,64.01,95.87,189,2025-03-19
14836,9864,16.62,11.39,115,2024-06-03
14837,5166,225.0,2.39,295,2025-01-27
14838,7611,263.8,30.52,228,2025-01-11
14839,7115,437.66,1.84,376,2025-01-13
14840,8811,429.17,64.18,32,2025-01-20
14841,192,195.69,81.93,473,2025-01-17
14842,2629,227.79,65.11,269,2024-10-24
14843,1058,352.74,93.07,314,2024-08-11
14844,2294,15.76,70.57,252,2025-03-17
14845,5720,232.16,1.6,447,2024-11-22
14846,588,149.91,50.22,60,2024-07-16
14847,4061,255.62,71.18,255,2024-11-08
14848,9086,305.02,38.72,448,2024-11-26
14849,790,295.4,76.8,141,2024-12-03
14850,9183,220.4,66.78,373,2024-12-20
14851,8683,299.72,91.42,62,2024-09-22
14852,5441,289.34,62.41,278,2025-04-15
14853,2026,27.66,54.86,84,2025-02-25
14854,2766,311.66,51.14,397,2024-10-24
14855,4157,75.13,95.82,161,2024-05-21
14856,9218,294.48,41.05,43,2025-03-14
14857,3392,333.96,70.5,25,2024-06-10
14858,9258,388.37,38.09,188,2024-12-29
14859,4643,488.93,21.1,466,2025-03-16
14860,7644,18.42,3.77,153,2024-08-25
14861,2925,225.67,28.67,356,2025-01-29
14862,8487,41.3,5.55,246,2025-03-11
14863,6513,326.7,55.38,487,2024-11-08
14864,6620,235.01,55.81,54,2025-01-27
14865,7053,42.9,55.95,39,2025-03-05
14866,8201,317.57,49.5,426,2024-11-29
14867,2782,396.2,12.64,273,2024-09-28
14868,8981,235.92,11.42,26,2025-04-09
14869,299,296.41,35.03,453,2024-09-01
14870,6595,40.84,54.04,2,2024-07-03
14871,9129,69.22,0.42,312,2025-03-18
14872,1519,247.08,10.9,136,2024-10-13
14873,7097,350.87,91.08,282,2025-04-23
14874,355,208.48,5.51,114,2024-07-19
14875,7420,395.62,18.16,75,2024-06-11
14876,9671,13.74,27.6,259,2025-02-14
14877,9524,138.57,3.1,50,2024-11-22
14878,7920,46.46,50.12,496,2024-09-25
14879,5748,75.29,92.91,391,2024-12-03
14880,9250,370.43,64.94,29,2025-01-18
14881,9557,356.12,9.07,397,2024-11-22
14882,6959,259.48,19.41,266,2025-01-26
14883,8722,416.7,55.31,431,2025-03-06
14884,1030,238.51,17.55,311,2025-01-30
14885,9697,64.17,67.12,488,2025-02-11
14886,3420,224.47,73.23,12,2024-07-15
14887,3399,413.07,20.04,489,2024-10-01
14888,7213,273.49,85.82,191,2024-10-22
14889,8845,62.39,72.31,459,2025-04-05
14890,5823,471.54,91.75,281,2025-03-30
14891,5413,427.95,78.82,125,2024-10-31
14892,6294,177.74,15.56,314,2024-09-05
14893,9080,116.75,3.46,380,2024-08-10
14894,7294,186.84,43.74,168,2024-10-07
14895,8674,25.07,72.84,46,2025-01-07
14896,186,405.69,50.01,318,2025-04-13
14897,4764,175.66,19.56,250,2025-02-20
14898,2215,419.21,13.82,335,2024-05-23
14899,2614,90.59,0.97,223,2025-03-30
14900,7237,204.43,99.24,144,2025-01-03
14901,7131,405.93,97.53,124,2024-06-09
14902,9185,231.23,95.49,170,2024-09-22
14903,7934,424.14,60.13,199,2024-08-09
14904,2827,41.92,56.02,99,2024-05-23
14905,1062,338.51,44.42,155,2025-04-11
14906,8884,348.8,67.06,173,2024-10-25
14907,5146,272.68,23.62,68,2025-01-14
14908,4700,47.77,40.93,46,2024-05-19
14909,8159,125.85,19.61,304,2024-05-19
14910,5272,292.38,87.99,163,2024-05-16
14911,1709,14.31,87.23,278,2024-10-06
14912,8412,485.61,75.91,148,2024-12-12
14913,8574,302.77,57.41,423,2024-12-04
14914,7678,225.27,90.62,372,2024-08-09
14915,3932,338.6,28.94,439,2024-07-20
14916,4640,29.76,11.41,391,2024-09-26
14917,4581,396.64,30.06,39,2025-01-15
14918,5563,338.22,11.0,3,2025-01-03
14919,2173,483.28,66.92,63,2025-01-28
14920,4365,180.25,50.21,469,2024-09-04
14921,5555,36.35,54.62,84,2024-10-12
14922,9180,127.87,57.18,277,2024-11-03
14923,4194,167.36,3.61,83,2024-08-16
14924,3177,223.93,55.81,188,2024-07-29
14925,6580,254.74,46.4,127,2025-01-02
14926,4101,139.23,27.3,101,2024-12-04
14927,2191,210.45,4.72,349,2024-07-11
14928,3006,156.89,67.73,470,2024-06-23
14929,5085,326.49,46.22,53,2025-01-09
14930,4194,357.01,1.85,172,2025-04-14
14931,854,289.32,96.98,417,2024-07-02
14932,6078,210.77,4.86,317,2024-05-13
14933,6688,37.73,30.79,341,2024-05-03
14934,3744,243.91,64.18,176,2025-01-11
14935,9923,106.47,76.12,272,2025-04-03
14936,5971,128.73,18.04,490,2024-08-07
14937,5126,272.36,24.91,269,2025-02-19
14938,5012,299.99,78.1,275,2024-12-07
14939,8069,426.21,24.12,78,2024-09-15
14940,9103,129.85,58.18,81,2025-02-06
14941,1363,73.32,15.57,24,2024-08-06
14942,8540,74.09,86.41,119,2024-05-13
14943,8225,482.76,70.23,272,2025-04-15
14944,9651,189.66,1.85,351,2024-07-03
14945,6606,447.21,24.7,457,2025-01-25
14946,9923,129.9,52.32,374,2025-02-10
14947,4771,422.48,50.33,238,2024-08-09
14948,3814,1.31,59.89,229,2024-07-22
14949,1593,456.83,69.54,476,2024-05-26
14950,1370,163.67,90.72,208,2024-09-13
14951,6117,137.59,32.51,109,2025-01-03
14952,3225,219.91,27.61,443,2024-07-24
14953,3997,100.32,64.61,156,2025-04-21
14954,5449,498.35,8.35,496,2025-03-19
14955,4104,174.0,47.26,91,2025-02-05
14956,3987,203.07,91.31,69,2025-03-25
14957,4312,328.98,51.12,425,2024-10-26
14958,3753,343.35,70.29,415,2024-10-06
14959,536,190.5,9.3,340,2025-03-31
14960,9181,361.71,10.96,242,2024-10-18
14961,7987,65.29,38.67,352,2024-08-22
14962,1678,61.39,40.8,379,2024-05-13
14963,8271,148.94,16.99,494,2024-10-30
14964,5064,149.92,7.17,81,2024-07-05
14965,1886,91.12,32.76,424,2025-01-14
14966,4089,491.29,46.16,379,2024-09-03
14967,7,199.8,80.53,363,2024-06-18
14968,8065,102.08,4.26,12,2024-08-01
14969,1427,291.44,78.43,210,2025-03-26
14970,2046,213.03,9.87,475,2024-10-26
14971,5880,363.16,55.24,46,2024-06-28
14972,4088,229.65,45.76,164,2024-06-09
14973,5971,71.62,34.98,319,2025-04-14
14974,9420,361.42,75.03,490,2025-04-25
14975,3488,33.09,48.21,402,2024-09-04
14976,9876,84.6,62.95,405,2024-12-19
14977,4511,481.19,27.13,367,2025-04-23
14978,9141,320.05,53.54,388,2024-12-22
14979,7001,286.17,49.15,365,2025-01-01
14980,5218,101.29,97.79,29,2025-04-25
14981,9302,126.38,44.57,33,2024-08-03
14982,2116,323.12,18.02,474,2024-08-27
14983,1800,331.85,93.65,381,2024-09-12
14984,3863,371.37,44.68,431,2024-06-12
14985,991,254.46,3.56,417,2025-02-15
14986,9787,89.61,41.53,292,2024-10-17
14987,9450,321.61,8.93,456,2024-05-19
14988,7335,66.16,60.35,79,2024-08-15
14989,8319,385.37,4.05,2,2024-05-07
14990,7625,366.3,27.96,132,2024-07-09
14991,6060,85.93,5.4,444,2025-02-19
14992,9027,407.54,72.54,243,2024-09-21
14993,3919,67.43,40.21,448,2025-03-02
14994,2408,229.26,77.89,440,2025-02-02
14995,739,282.66,56.23,96,2024-11-12
14996,6823,102.9,70.21,334,2024-06-07
14997,1334,281.71,97.95,276,2025-04-27
14998,8362,402.88,78.77,432,2024-09-07
14999,367,405.3,47.64,151,2024-09-10
15000,2332,11.5,54.78,228,2025-03-17
15001,1376,185.08,39.99,389,2024-07-20
15002,4204,342.15,18.93,449,2024-09-12
15003,174,302.03,32.85,21,2024-12-20
15004,4018,489.28,98.08,365,2024-12-30
15005,3917,180.04,18.41,348,2024-11-10
15006,3059,368.3,72.04,135,2024-10-08
15007,3058,269.52,46.61,266,2024-05-26
15008,6472,112.27,85.16,40,2024-05-31
15009,9998,84.7,45.24,485,2024-11-28
15010,994,247.01,2.3,372,2024-11-08
15011,5704,63.78,33.37,112,2024-06-06
15012,1958,129.89,98.83,482,2024-12-27
15013,6191,165.25,72.18,434,2025-03-28
15014,3844,232.26,64.52,205,2024-07-13
15015,1834,373.36,94.95,19,2024-05-25
15016,858,64.26,67.52,61,2024-10-20
15017,6507,481.58,10.58,244,2024-11-25
15018,1886,160.72,19.15,83,2024-12-06
15019,9495,331.48,58.41,318,2025-03-05
15020,4231,69.34,91.21,42,2024-06-14
15021,7391,429.34,88.53,308,2024-06-22
15022,9144,199.96,76.81,387,2024-07-30
15023,8930,131.26,60.48,225,2024-07-28
15024,7612,277.54,88.82,172,2025-01-27
15025,6974,138.26,56.9,92,2024-06-07
15026,3178,360.75,3.67,32,2024-09-17
15027,9041,483.2,88.9,8,2025-01-21
15028,4816,10.35,76.62,471,2024-06-23
15029,3877,440.98,23.2,353,2024-11-12
15030,2692,350.28,7.0,230,2024-08-26
15031,3631,61.49,33.99,163,2024-06-02
15032,3377,23.49,89.61,385,2024-08-01
15033,8341,25.96,64.5,323,2025-01-30
15034,1245,284.95,69.04,265,2024-10-04
15035,4400,117.96,25.53,143,2025-01-28
15036,694,112.61,8.89,203,2024-09-21
15037,3055,249.44,91.93,71,2025-04-28
15038,6876,414.94,9.21,41,2024-10-29
15039,8472,261.78,9.77,12,2024-06-19
15040,9592,345.29,19.29,434,2024-11-18
15041,3882,291.26,85.11,332,2024-07-24
15042,6731,306.43,3.59,100,2025-02-03
15043,7104,487.8,15.22,461,2024-07-20
15044,1390,241.15,37.75,187,2025-01-29
15045,4349,182.05,6.81,493,2024-11-27
15046,1599,144.28,42.76,98,2024-07-13
15047,871,188.06,12.1,325,2024-06-25
15048,8054,468.78,22.15,233,2024-08-26
15049,9890,220.23,42.95,439,2024-12-16
15050,1001,187.02,95.74,296,2024-05-15
15051,7843,336.89,35.49,375,2025-01-31
15052,1422,448.57,8.81,292,2025-04-20
15053,5641,346.67,0.89,8,2024-09-01
15054,9951,259.72,9.08,119,2024-10-09
15055,5151,238.29,22.7,253,2024-10-03
15056,1325,211.44,0.47,206,2024-09-26
15057,7771,190.87,57.6,197,2024-07-25
15058,8976,117.56,33.98,102,2025-02-03
15059,9462,48.67,67.69,249,2025-02-25
15060,4922,318.01,30.35,419,2024-06-22
15061,4600,440.69,10.64,44,2025-01-19
15062,7589,304.88,27.15,399,2025-04-11
15063,3141,302.98,45.11,375,2025-03-21
15064,615,50.74,6.4,229,2024-05-17
15065,50,32.31,69.8,454,2025-01-19
15066,4297,321.31,39.8,236,2025-02-03
15067,7342,78.34,22.01,448,2024-12-06
15068,5382,372.38,18.43,126,2024-06-06
15069,4327,35.01,61.01,346,2024-08-18
15070,9254,62.37,14.07,56,2024-12-06
15071,7717,87.62,89.28,226,2024-10-18
15072,6565,421.03,19.02,428,2024-07-19
15073,4939,45.46,52.27,448,2024-05-21
15074,9932,320.08,73.4,373,2024-09-11
15075,1138,155.72,64.21,33,2025-03-05
15076,320,44.09,16.34,84,2024-11-11
15077,3773,428.08,47.03,416,2024-05-03
15078,9986,277.05,7.11,484,2024-11-23
15079,7257,220.6,16.05,123,2025-03-05
15080,6099,157.1,34.84,442,2024-05-02
15081,9273,431.92,67.99,61,2025-04-15
15082,4910,71.67,83.31,133,2025-03-04
15083,7058,421.24,62.37,402,2025-04-17
15084,9091,306.76,13.65,479,2024-10-31
15085,2801,488.13,90.93,151,2025-01-29
15086,8360,472.45,18.34,139,2025-03-30
15087,8122,23.0,59.2,409,2025-03-21
15088,4324,230.81,2.3,10,2024-12-17
15089,931,214.64,20.35,90,2025-04-27
15090,2316,23.45,87.63,481,2025-02-18
15091,5539,335.94,54.58,73,2024-08-21
15092,86,25.65,29.34,52,2024-09-18
15093,9011,168.65,81.15,36,2025-01-19
15094,986,218.46,64.49,444,2024-10-02
15095,4428,80.86,67.47,75,2024-07-02
15096,86,436.46,71.16,377,2024-10-22
15097,2117,353.48,39.53,468,2024-12-17
15098,8606,379.0,73.98,204,2025-02-02
15099,4273,208.3,28.24,8,2025-02-12
15100,6654,306.49,44.21,177,2024-06-12
15101,6780,361.76,2.15,364,2024-11-08
15102,3505,39.51,37.13,200,2025-02-03
15103,4216,79.76,65.24,6,2024-07-30
15104,9050,10.9,98.12,79,2025-02-13
15105,3518,406.27,35.03,282,2024-08-29
15106,6976,18.09,32.17,130,2024-11-19
15107,3225,487.7,62.62,493,2025-04-25
15108,1823,341.07,69.51,104,2025-04-29
15109,2182,135.71,6.07,316,2024-08-18
15110,1947,8.25,31.5,57,2025-01-26
15111,9353,368.45,22.94,106,2024-12-12
15112,1020,183.45,42.35,173,2025-03-17
15113,7878,205.58,69.58,411,2024-08-27
15114,5125,259.03,54.42,429,2025-01-10
15115,9814,239.74,45.25,8,2024-09-26
15116,3488,404.0,28.74,171,2024-10-04
15117,7813,160.99,51.48,325,2024-11-09
15118,6669,246.61,77.25,40,2024-11-24
15119,7120,262.78,23.54,4,2024-08-29
15120,2719,267.72,52.18,461,2024-12-04
15121,5816,242.56,10.11,370,2024-05-24
15122,9613,144.66,50.48,27,2024-04-30
15123,2719,68.1,0.32,153,2024-08-15
15124,577,354.25,38.82,143,2024-05-20
15125,1650,64.99,77.1,112,2024-11-28
15126,5703,68.26,0.72,297,2024-06-29
15127,5167,0.5,26.84,133,2024-11-14
15128,3461,127.63,50.65,30,2024-08-10
15129,7451,187.45,42.15,303,2024-07-02
15130,2316,424.49,40.85,72,2024-11-14
15131,7067,287.87,37.19,303,2025-01-22
15132,3394,199.45,69.52,498,2025-02-26
15133,9731,15.87,71.5,206,2025-01-04
15134,5859,457.53,68.35,214,2024-07-13
15135,5794,21.4,50.64,177,2024-07-23
15136,2270,434.76,70.62,414,2025-04-06
15137,1613,481.41,3.49,418,2024-12-05
15138,2760,240.7,86.71,394,2024-09-24
15139,2684,212.79,3.93,314,2025-01-09
15140,4175,311.85,71.86,241,2024-09-16
15141,6143,202.09,45.83,280,2024-11-15
15142,7504,259.53,79.24,45,2025-02-07
15143,4625,27.31,77.0,225,2025-04-17
15144,1063,55.32,84.14,395,2024-05-29
15145,4757,130.73,21.12,192,2024-11-19
15146,5024,156.16,72.57,427,2024-10-31
15147,3008,148.2,76.01,454,2024-06-22
15148,6911,221.42,36.26,61,2025-01-23
15149,5864,209.23,49.55,293,2024-11-04
15150,6578,469.81,22.14,404,2024-05-27
15151,8027,311.25,3.54,412,2024-09-28
15152,8484,26.13,30.82,370,2025-01-15
15153,9778,460.17,18.6,10,2025-03-27
15154,264,22.26,13.79,291,2025-02-25
15155,5744,72.82,14.09,231,2025-01-02
15156,5882,474.97,72.08,98,2024-10-03
15157,5693,63.18,74.24,104,2025-02-18
15158,598,392.59,44.55,147,2024-09-29
15159,5865,166.27,83.96,400,2025-01-12
15160,6259,219.0,34.88,319,2024-07-24
15161,6071,69.0,21.28,304,2024-07-27
15162,4304,116.3,88.86,111,2024-05-05
15163,4635,123.14,90.08,397,2024-08-05
15164,488,215.14,78.0,296,2025-03-16
15165,7951,192.91,94.14,321,2024-06-06
15166,3209,305.14,97.46,329,2024-09-02
15167,6422,177.49,40.84,250,2025-04-06
15168,5247,474.65,1.73,61,2024-06-22
15169,3850,313.36,31.64,322,2025-04-05
15170,6530,384.62,12.45,409,2024-07-06
15171,6487,2.13,78.26,462,2024-07-21
15172,5814,16.76,0.46,375,2024-05-13
15173,3839,223.34,14.0,149,2024-05-28
15174,7695,68.83,26.87,102,2025-02-10
15175,9736,151.16,70.19,237,2024-06-11
15176,8401,16.24,38.49,297,2024-05-13
15177,3477,366.52,22.07,230,2024-11-22
15178,6081,176.81,48.71,180,2024-11-19
15179,1594,82.64,69.5,212,2025-04-10
15180,4345,109.08,68.04,173,2024-08-01
15181,3549,417.62,86.08,55,2024-09-03
15182,1092,237.83,93.02,497,2024-08-11
15183,3817,485.83,59.18,358,2024-10-24
15184,3033,453.08,25.13,106,2024-12-03
15185,9329,175.97,13.28,328,2024-10-31
15186,830,229.0,38.81,304,2025-01-01
15187,6908,14.68,68.4,12,2025-04-24
15188,6815,136.08,80.72,293,2024-12-02
15189,6790,22.65,79.87,258,2024-12-04
15190,7601,128.29,60.66,131,2025-02-13
15191,207,33.45,63.88,430,2024-08-26
15192,4433,495.61,35.69,454,2024-11-03
15193,5972,476.87,31.97,324,2024-08-20
15194,6828,3.18,71.86,156,2024-06-10
15195,4959,233.9,19.46,40,2024-05-14
15196,1767,6.59,3.9,71,2025-04-24
15197,8913,280.11,98.56,253,2024-10-16
15198,4922,457.51,3.54,449,2024-12-20
15199,7383,371.33,22.24,208,2024-08-04
15200,5313,400.21,8.36,171,2025-04-18
15201,4760,43.06,84.95,324,2024-07-22
15202,3977,384.8,92.24,74,2025-01-11
15203,5048,233.32,77.09,217,2024-07-13
15204,1667,282.37,41.69,195,2024-07-12
15205,6380,21.82,94.56,81,2024-08-31
15206,4915,463.19,44.22,406,2024-05-26
15207,2124,303.39,70.99,11,2025-01-15
15208,2005,406.09,10.29,241,2025-03-22
15209,4936,330.17,92.61,317,2024-07-30
15210,3799,479.18,74.61,61,2025-01-26
15211,2425,246.85,43.99,135,2024-07-10
15212,3628,99.03,9.02,483,2024-08-29
15213,7414,411.13,41.24,143,2024-12-04
15214,9373,217.45,52.85,385,2024-05-23
15215,1502,366.14,21.95,214,2024-09-09
15216,2229,106.52,85.93,368,2024-12-12
15217,1007,108.92,85.04,210,2025-02-24
15218,3439,29.43,96.07,316,2024-05-27
15219,8487,259.52,33.06,124,2024-11-30
15220,2048,373.28,54.97,81,2024-08-04
15221,511,186.56,32.08,390,2025-01-04
15222,8633,264.87,39.42,132,2024-05-14
15223,6726,484.83,18.09,164,2024-11-10
15224,3124,72.13,36.44,255,2025-01-04
15225,9406,383.89,93.17,449,2024-05-30
15226,9680,333.33,36.2,233,2025-04-10
15227,6653,453.93,38.15,461,2025-04-23
15228,716,326.48,2.89,173,2025-01-23
15229,6015,383.06,78.7,461,2024-07-16
15230,6632,251.73,10.68,382,2024-12-08
15231,1461,7.69,18.34,250,2025-04-18
15232,7350,284.5,62.83,4,2024-07-31
15233,8965,72.85,76.5,69,2024-10-12
15234,6340,15.05,51.91,459,2025-03-16
15235,1039,232.68,87.91,446,2024-09-07
15236,9328,489.74,16.02,496,2024-11-09
15237,7254,272.77,8.17,483,2024-09-03
15238,6019,493.19,31.07,237,2025-04-04
15239,8309,161.68,42.03,263,2025-03-16
15240,2045,455.98,32.88,490,2024-05-29
15241,2905,252.09,3.76,280,2024-07-07
15242,1086,10.77,19.72,22,2025-03-01
15243,4208,88.95,45.6,394,2025-03-10
15244,9094,207.13,3.94,102,2025-01-26
15245,5353,118.75,66.81,144,2024-10-30
15246,6099,423.72,2.75,419,2024-08-24
15247,5346,337.33,43.72,425,2024-07-17
15248,4301,279.95,98.49,402,2024-05-09
15249,3681,397.94,21.63,172,2024-11-15
15250,5195,193.93,88.34,268,2024-06-11
15251,9145,0.84,42.18,174,2024-12-23
15252,2784,199.96,3.38,458,2024-12-26
15253,6478,452.68,38.52,290,2024-11-30
15254,3665,166.63,63.94,218,2024-06-02
15255,7398,199.46,28.08,110,2025-04-01
15256,5761,490.13,95.97,50,2025-02-13
15257,4954,53.35,7.16,208,2024-06-21
15258,5023,283.88,40.83,146,2025-04-27
15259,4620,224.09,54.42,475,2025-01-28
15260,7044,229.3,27.73,329,2024-12-15
15261,1254,46.18,53.98,67,2024-11-12
15262,2231,172.73,78.73,427,2024-09-30
15263,3822,52.9,1.91,497,2024-10-10
15264,1293,350.81,6.57,221,2024-06-07
15265,9284,483.54,75.53,179,2025-01-11
15266,6352,196.93,98.33,396,2025-03-06
15267,6058,360.11,21.84,387,2025-01-06
15268,7777,263.1,33.79,341,2025-04-24
15269,7561,116.75,63.62,457,2024-10-08
15270,2285,51.56,78.03,80,2025-02-16
15271,4634,467.07,76.88,471,2024-10-16
15272,2620,428.2,47.19,17,2025-02-03
15273,1193,6.71,38.77,151,2025-03-20
15274,5770,309.1,62.11,408,2025-04-27
15275,7371,330.36,49.34,243,2025-01-04
15276,5371,244.73,21.57,460,2024-08-25
15277,1251,166.28,37.19,317,2024-10-18
15278,1161,482.79,96.11,211,2025-04-28
15279,7395,144.69,81.88,254,2024-12-29
15280,4487,79.47,47.7,218,2024-10-03
15281,389,439.94,81.11,315,2024-05-16
15282,2848,133.29,34.2,287,2024-07-15
15283,4204,339.97,66.63,81,2025-02-08
15284,2679,398.73,5.23,23,2024-06-09
15285,5587,207.05,43.6,96,2025-01-24
15286,5853,460.78,30.77,154,2025-04-16
15287,425,253.07,22.6,278,2025-02-20
15288,3592,45.56,89.58,80,2025-03-30
15289,2995,338.41,67.97,456,2024-09-13
15290,1935,386.26,9.87,215,2024-10-31
15291,1087,150.31,81.36,221,2025-02-09
15292,9900,404.45,96.9,477,2024-06-02
15293,8717,338.54,84.22,426,2024-11-29
15294,9417,407.16,95.18,287,2024-11-30
15295,6668,213.1,46.08,468,2024-10-17
15296,1337,89.86,83.46,362,2024-05-05
15297,2018,33.53,85.63,279,2025-01-14
15298,8823,21.01,13.21,86,2024-06-07
15299,8962,411.74,96.09,50,2024-11-03
15300,293,7.77,69.23,285,2024-06-22
15301,8190,228.87,61.0,335,2025-02-14
15302,3055,475.77,77.91,336,2024-05-19
15303,6150,461.61,54.82,38,2024-08-06
15304,4501,280.89,82.79,168,2025-04-07
15305,1311,366.84,55.34,306,2025-02-11
15306,4587,36.55,91.42,493,2025-03-24
15307,6474,112.48,4.32,330,2024-07-08
15308,8446,90.01,95.42,398,2024-06-05
15309,4302,192.26,17.0,418,2024-12-12
15310,8053,154.93,3.81,89,2025-02-06
15311,9852,36.29,84.81,153,2024-07-29
15312,9658,338.53,27.49,146,2024-06-12
15313,4868,293.49,61.17,274,2024-10-10
15314,8615,455.17,34.77,303,2024-10-02
15315,4948,408.28,25.59,325,2024-11-05
15316,5219,194.49,79.13,225,2024-08-25
15317,712,457.22,82.47,5,2024-06-14
15318,7455,279.02,28.64,318,2024-07-01
15319,2098,231.76,5.7,406,2025-03-14
15320,6721,172.94,44.78,151,2024-08-18
15321,7959,328.41,68.06,212,2024-11-30
15322,7649,145.35,52.97,307,2025-03-30
15323,1477,470.68,12.16,1,2025-03-30
15324,7941,183.64,31.66,24,2024-07-08
15325,9315,394.74,84.42,484,2024-07-27
15326,2563,324.52,83.11,401,2024-06-06
15327,5669,409.57,79.86,373,2025-02-07
15328,9789,190.73,40.13,286,2024-08-20
15329,5427,460.3,41.25,323,2025-01-13
